full_text,text_clean,token,stop,stemmed,untokenize_clean,label
Prabowo lebih suka bohong daripada bantu petani  nyata kan? https://t.co/Kq7g5o19Tn,prabowo lebih suka bohong daripada bantu petani nyata kan,"['prabowo', 'lebih', 'suka', 'bohong', 'daripada', 'bantu', 'petani', 'nyata', 'kan']","['prabowo', 'lebih', 'suka', 'bohong', 'bantu', 'petani', 'nyata', 'kan']","['prabowo', 'lebih', 'suka', 'bohong', 'bantu', 'tani', 'nyata', 'kan']",prabowo lebih suka bohong bantu tani nyata kan,negatif
Prabowo  visi misimu kayak bayangan  sulit dicerna rakyat! https://t.co/CMujm7njal,prabowo visi misimu kayak bayangan sulit dicerna rakyat,"['prabowo', 'visi', 'misimu', 'kayak', 'bayangan', 'sulit', 'dicerna', 'rakyat']","['prabowo', 'visi', 'misimu', 'kayak', 'bayangan', 'sulit', 'dicerna', 'rakyat']","['prabowo', 'visi', 'misi', 'kayak', 'bayang', 'sulit', 'cerna', 'rakyat']",prabowo visi misi kayak bayang sulit cerna rakyat,negatif
Prabowo emang cocoknya jadi diktator  bukan pemimpin negara. @ZaidanKarim2  Gemoy Penculik https://t.co/T3m9UbZ921,prabowo emang cocoknya jadi diktator bukan pemimpin negara gemoy penculik,"['prabowo', 'emang', 'cocoknya', 'jadi', 'diktator', 'bukan', 'pemimpin', 'negara', 'gemoy', 'penculik']","['prabowo', 'emang', 'cocoknya', 'jadi', 'diktator', 'bukan', 'pemimpin', 'negara', 'gemoy', 'penculik']","['prabowo', 'emang', 'cocok', 'jadi', 'diktator', 'bukan', 'pimpin', 'negara', 'gemoy', 'culik']",prabowo emang cocok jadi diktator bukan pimpin negara gemoy culik,negatif
Waduh  ini bikin kepala jadi pusing deh. @almydrv  Cek WA praktik korupsi prabowo debat cawapres https://t.co/sQpscZu82n,waduh ini bikin kepala jadi pusing deh cek wa praktik korupsi prabowo debat cawapres,"['waduh', 'ini', 'bikin', 'kepala', 'jadi', 'pusing', 'deh', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['waduh', 'bikin', 'kepala', 'jadi', 'pusing', 'deh', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['waduh', 'bikin', 'kepala', 'jadi', 'pusing', 'deh', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']",waduh bikin kepala jadi pusing deh cek wa praktik korupsi prabowo debat cawapres,positif
DKP bukti Prabowo terlibat  tapi kok malah dianggap bisa dipercaya sebagai pemimpin negara? @Maaflupaa Gemoy Penculik TangkapPRABOWO https://t.co/2MpscqivJ1,dkp bukti prabowo terlibat tapi kok malah dianggap bisa dipercaya sebagai pemimpin negara gemoy penculik tangkapprabowo,"['dkp', 'bukti', 'prabowo', 'terlibat', 'tapi', 'kok', 'malah', 'dianggap', 'bisa', 'dipercaya', 'sebagai', 'pemimpin', 'negara', 'gemoy', 'penculik', 'tangkapprabowo']","['dkp', 'bukti', 'prabowo', 'terlibat', 'kok', 'malah', 'dianggap', 'dipercaya', 'pemimpin', 'negara', 'gemoy', 'penculik', 'tangkapprabowo']","['dkp', 'bukti', 'prabowo', 'libat', 'kok', 'malah', 'anggap', 'percaya', 'pimpin', 'negara', 'gemoy', 'culik', 'tangkapprabowo']",dkp bukti prabowo libat kok malah anggap percaya pimpin negara gemoy culik tangkapprabowo,negatif
Kecewa banget sama Prabowo  gak sesuai sama ekspektasi kita semua. @zaidsc33  Gemoy Penculik https://t.co/7GmkVOajG3,kecewa banget sama prabowo gak sesuai sama ekspektasi kita semua gemoy penculik,"['kecewa', 'banget', 'sama', 'prabowo', 'gak', 'sesuai', 'sama', 'ekspektasi', 'kita', 'semua', 'gemoy', 'penculik']","['kecewa', 'banget', 'sama', 'prabowo', 'gak', 'sesuai', 'sama', 'ekspektasi', 'semua', 'gemoy', 'penculik']","['kecewa', 'banget', 'sama', 'prabowo', 'gak', 'sesuai', 'sama', 'ekspektasi', 'semua', 'gemoy', 'culik']",kecewa banget sama prabowo gak sesuai sama ekspektasi semua gemoy culik,negatif
Hati-hati  ya. Prabowo punya catatan hitam tentang penculikan  gak tau deh bisa dipercaya jadi pemimpin. @zeamays95  Gemoy Penculik https://t.co/FC7GSHm4NO,hatihati ya prabowo punya catatan hitam tentang penculikan gak tau deh bisa dipercaya jadi pemimpin gemoy penculik,"['hatihati', 'ya', 'prabowo', 'punya', 'catatan', 'hitam', 'tentang', 'penculikan', 'gak', 'tau', 'deh', 'bisa', 'dipercaya', 'jadi', 'pemimpin', 'gemoy', 'penculik']","['hatihati', 'prabowo', 'punya', 'catatan', 'hitam', 'penculikan', 'gak', 'tau', 'deh', 'dipercaya', 'jadi', 'pemimpin', 'gemoy', 'penculik']","['hatihati', 'prabowo', 'punya', 'catat', 'hitam', 'culi', 'gak', 'tau', 'deh', 'percaya', 'jadi', 'pimpin', 'gemoy', 'culik']",hatihati prabowo punya catat hitam culi gak tau deh percaya jadi pimpin gemoy culik,negatif
Prabowo  no way! Udah sering ada kontroversi  masa kita mau kasih tanggung jawab gede kayak jadi presiden? @zeeokbcr  Gemoy Penculik https://t.co/zrvvTsdJLO,prabowo no way udah sering ada kontroversi masa kita mau kasih tanggung jawab gede kayak jadi presiden gemoy penculik,"['prabowo', 'no', 'way', 'udah', 'sering', 'ada', 'kontroversi', 'masa', 'kita', 'mau', 'kasih', 'tanggung', 'jawab', 'gede', 'kayak', 'jadi', 'presiden', 'gemoy', 'penculik']","['prabowo', 'no', 'way', 'udah', 'sering', 'kontroversi', 'masa', 'mau', 'kasih', 'tanggung', 'jawab', 'gede', 'kayak', 'jadi', 'presiden', 'gemoy', 'penculik']","['prabowo', 'no', 'way', 'udah', 'sering', 'kontroversi', 'masa', 'mau', 'kasih', 'tanggung', 'jawab', 'gede', 'kayak', 'jadi', 'presiden', 'gemoy', 'culik']",prabowo no way udah sering kontroversi masa mau kasih tanggung jawab gede kayak jadi presiden gemoy culik,negatif
Tindakan penculikan dan penyiksaan aktivis. Rakyat mengecam Prabowo! @ariesmudhofir  Gemoy Menolak Lupa https://t.co/4LQ7n06fxY,tindakan penculikan dan penyiksaan aktivis rakyat mengecam prabowo gemoy menolak lupa,"['tindakan', 'penculikan', 'dan', 'penyiksaan', 'aktivis', 'rakyat', 'mengecam', 'prabowo', 'gemoy', 'menolak', 'lupa']","['tindakan', 'penculikan', 'penyiksaan', 'aktivis', 'rakyat', 'mengecam', 'prabowo', 'gemoy', 'menolak', 'lupa']","['tindak', 'culi', 'siksa', 'aktivis', 'rakyat', 'kecam', 'prabowo', 'gemoy', 'tolak', 'lupa']",tindak culi siksa aktivis rakyat kecam prabowo gemoy tolak lupa,negatif
Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo  https://t.co/VT4tq7CrT5.  menerima kunjungan Panglima TNI Jenderal TNI Agus Subiyanto  S.E.  https://t.co/VT4tq7CrT5.  di Mabes Polri  Jakarta Selatan.  #KawalDenganNetral jalannya Pemilu 2024  Wujudkan Demokrasi Sehat,kapolri jenderal polisi drs listyo sigit prabowo menerima kunjungan panglima tni jenderal tni agus subiyanto se di mabes polri jakarta selatan jalannya pemilu wujudkan demokrasi sehat,"['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'menerima', 'kunjungan', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'se', 'di', 'mabes', 'polri', 'jakarta', 'selatan', 'jalannya', 'pemilu', 'wujudkan', 'demokrasi', 'sehat']","['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'menerima', 'kunjungan', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'se', 'mabes', 'polri', 'jakarta', 'selatan', 'jalannya', 'pemilu', 'wujudkan', 'demokrasi', 'sehat']","['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'terima', 'kunjung', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'se', 'mabes', 'polri', 'jakarta', 'selatan', 'jalan', 'milu', 'wujud', 'demokrasi', 'sehat']",kapolri jenderal polisi drs listyo sigit prabowo terima kunjung panglima tni jenderal tni agus subiyanto se mabes polri jakarta selatan jalan milu wujud demokrasi sehat,positif
Sebagai pemimpin  Prabowo harusnya bisa lebih santai  jangan terus-terusan emosian. @zeldaleav  Gemoy Penculik https://t.co/qNioDe95ha,sebagai pemimpin prabowo harusnya bisa lebih santai jangan terusterusan emosian gemoy penculik,"['sebagai', 'pemimpin', 'prabowo', 'harusnya', 'bisa', 'lebih', 'santai', 'jangan', 'terusterusan', 'emosian', 'gemoy', 'penculik']","['pemimpin', 'prabowo', 'harusnya', 'lebih', 'santai', 'jangan', 'terusterusan', 'emosian', 'gemoy', 'penculik']","['pimpin', 'prabowo', 'harus', 'lebih', 'santai', 'jangan', 'terusterusan', 'emosi', 'gemoy', 'culik']",pimpin prabowo harus lebih santai jangan terusterusan emosi gemoy culik,negatif
Capres yg nyulik dan menyiksa? tolak Prabowo! @Tuah_Sultan  Menolak Lupa https://t.co/ihPWmHAvOy,capres yg nyulik dan menyiksa tolak prabowo menolak lupa,"['capres', 'yg', 'nyulik', 'dan', 'menyiksa', 'tolak', 'prabowo', 'menolak', 'lupa']","['capres', 'yg', 'nyulik', 'menyiksa', 'tolak', 'prabowo', 'menolak', 'lupa']","['capres', 'yg', 'nyulik', 'siksa', 'tolak', 'prabowo', 'tolak', 'lupa']",capres yg nyulik siksa tolak prabowo tolak lupa,negatif
Pelanggar HAM tak pantas jadi pemimpin  Prabowo harus ditolak! @GunRomli  Gemoy Menolak Lupa https://t.co/SgRQ3kRJr4,pelanggar ham tak pantas jadi pemimpin prabowo harus ditolak gemoy menolak lupa,"['pelanggar', 'ham', 'tak', 'pantas', 'jadi', 'pemimpin', 'prabowo', 'harus', 'ditolak', 'gemoy', 'menolak', 'lupa']","['pelanggar', 'ham', 'tak', 'pantas', 'jadi', 'pemimpin', 'prabowo', 'ditolak', 'gemoy', 'menolak', 'lupa']","['langgar', 'ham', 'tak', 'pantas', 'jadi', 'pimpin', 'prabowo', 'tolak', 'gemoy', 'tolak', 'lupa']",langgar ham tak pantas jadi pimpin prabowo tolak gemoy tolak lupa,negatif
Prabowo kok kayaknya nggak bisa bedain antara kepemimpinan dan kekuasaan pribadi  ya? @zeldaleaf  Gemoy Penculik https://t.co/YPNkGJ7wYB,prabowo kok kayaknya nggak bisa bedain antara kepemimpinan dan kekuasaan pribadi ya gemoy penculik,"['prabowo', 'kok', 'kayaknya', 'nggak', 'bisa', 'bedain', 'antara', 'kepemimpinan', 'dan', 'kekuasaan', 'pribadi', 'ya', 'gemoy', 'penculik']","['prabowo', 'kok', 'kayaknya', 'bedain', 'kepemimpinan', 'kekuasaan', 'pribadi', 'gemoy', 'penculik']","['prabowo', 'kok', 'kayak', 'bedain', 'pimpin', 'kuasa', 'pribadi', 'gemoy', 'culik']",prabowo kok kayak bedain pimpin kuasa pribadi gemoy culik,negatif
Ini Prabowo vs everybody gak sih? Wkwk,ini prabowo vs everybody gak sih wkwk,"['ini', 'prabowo', 'vs', 'everybody', 'gak', 'sih', 'wkwk']","['prabowo', 'vs', 'everybody', 'gak', 'sih', 'wkwk']","['prabowo', 'vs', 'everybody', 'gak', 'sih', 'wkwk']",prabowo vs everybody gak sih wkwk,positif
Anies lebih berani  Prabowo cuma capres penakut! @PartaiSocmed https://t.co/J3KpUznJps,anies lebih berani prabowo cuma capres penakut,"['anies', 'lebih', 'berani', 'prabowo', 'cuma', 'capres', 'penakut']","['anies', 'lebih', 'berani', 'prabowo', 'cuma', 'capres', 'penakut']","['anies', 'lebih', 'berani', 'prabowo', 'cuma', 'capres', 'takut']",anies lebih berani prabowo cuma capres takut,negatif
Prabowo kok bisa nggak punya empati sama rakyatnya sendiri? @zahrotuzy  Gemoy Penculik https://t.co/a5BTgE6LBT,prabowo kok bisa nggak punya empati sama rakyatnya sendiri gemoy penculik,"['prabowo', 'kok', 'bisa', 'nggak', 'punya', 'empati', 'sama', 'rakyatnya', 'sendiri', 'gemoy', 'penculik']","['prabowo', 'kok', 'punya', 'empati', 'sama', 'rakyatnya', 'sendiri', 'gemoy', 'penculik']","['prabowo', 'kok', 'punya', 'empati', 'sama', 'rakyat', 'sendiri', 'gemoy', 'culik']",prabowo kok punya empati sama rakyat sendiri gemoy culik,negatif
Beranikah Prabowo bersumpah di depan Tuhan dan warga negara bahwa dia tak terlibat dalam pelanggaran HAM @DedeRukmana97  Pelanggaran HAM https://t.co/np57BmAKCN,beranikah prabowo bersumpah di depan tuhan dan warga negara bahwa dia tak terlibat dalam pelanggaran ham pelanggaran ham,"['beranikah', 'prabowo', 'bersumpah', 'di', 'depan', 'tuhan', 'dan', 'warga', 'negara', 'bahwa', 'dia', 'tak', 'terlibat', 'dalam', 'pelanggaran', 'ham', 'pelanggaran', 'ham']","['beranikah', 'prabowo', 'bersumpah', 'depan', 'tuhan', 'warga', 'negara', 'tak', 'terlibat', 'pelanggaran', 'ham', 'pelanggaran', 'ham']","['berani', 'prabowo', 'sumpah', 'depan', 'tuhan', 'warga', 'negara', 'tak', 'libat', 'langgar', 'ham', 'langgar', 'ham']",berani prabowo sumpah depan tuhan warga negara tak libat langgar ham langgar ham,negatif
Wiranto jelasin Prabowo terlibat  tapi ada aja yang bela-bela Kebijakan negeri ini harusnya bukan di tangan yang kontroversial dong @maafyakawan Gemoy Penculik TangkapPRABOWO https://t.co/owpoQn7fA0,wiranto jelasin prabowo terlibat tapi ada aja yang belabela kebijakan negeri ini harusnya bukan di tangan yang kontroversial dong gemoy penculik tangkapprabowo,"['wiranto', 'jelasin', 'prabowo', 'terlibat', 'tapi', 'ada', 'aja', 'yang', 'belabela', 'kebijakan', 'negeri', 'ini', 'harusnya', 'bukan', 'di', 'tangan', 'yang', 'kontroversial', 'dong', 'gemoy', 'penculik', 'tangkapprabowo']","['wiranto', 'jelasin', 'prabowo', 'terlibat', 'aja', 'belabela', 'kebijakan', 'negeri', 'harusnya', 'bukan', 'tangan', 'kontroversial', 'dong', 'gemoy', 'penculik', 'tangkapprabowo']","['wiranto', 'jelasin', 'prabowo', 'libat', 'aja', 'belabela', 'bijak', 'negeri', 'harus', 'bukan', 'tangan', 'kontroversial', 'dong', 'gemoy', 'culik', 'tangkapprabowo']",wiranto jelasin prabowo libat aja belabela bijak negeri harus bukan tangan kontroversial dong gemoy culik tangkapprabowo,negatif
@selaluujian @Gerindra Pak Prabowo bakal malu berat jika yang diusung dulu untuk menjadi orang nomor satu di DKI Jakarta ini yang memenangkan pemilu 2024 untuk menjadi presiden 2024-2029,pak prabowo bakal malu berat jika yang diusung dulu untuk menjadi orang nomor satu di dki jakarta ini yang memenangkan pemilu untuk menjadi presiden,"['pak', 'prabowo', 'bakal', 'malu', 'berat', 'jika', 'yang', 'diusung', 'dulu', 'untuk', 'menjadi', 'orang', 'nomor', 'satu', 'di', 'dki', 'jakarta', 'ini', 'yang', 'memenangkan', 'pemilu', 'untuk', 'menjadi', 'presiden']","['pak', 'prabowo', 'bakal', 'malu', 'berat', 'diusung', 'dulu', 'menjadi', 'orang', 'nomor', 'satu', 'dki', 'jakarta', 'memenangkan', 'pemilu', 'menjadi', 'presiden']","['pak', 'prabowo', 'bakal', 'malu', 'berat', 'usung', 'dulu', 'jadi', 'orang', 'nomor', 'satu', 'dki', 'jakarta', 'menang', 'milu', 'jadi', 'presiden']",pak prabowo bakal malu berat usung dulu jadi orang nomor satu dki jakarta menang milu jadi presiden,negatif
Nggak habis pikir deh  Prabowo ini emang nggak cocok jadi pemimpin. Kejam banget watak aslinya! @Zain160793  Gemoy Penculik https://t.co/kTZUtCv77y,nggak habis pikir deh prabowo ini emang nggak cocok jadi pemimpin kejam banget watak aslinya gemoy penculik,"['nggak', 'habis', 'pikir', 'deh', 'prabowo', 'ini', 'emang', 'nggak', 'cocok', 'jadi', 'pemimpin', 'kejam', 'banget', 'watak', 'aslinya', 'gemoy', 'penculik']","['habis', 'pikir', 'deh', 'prabowo', 'emang', 'cocok', 'jadi', 'pemimpin', 'kejam', 'banget', 'watak', 'aslinya', 'gemoy', 'penculik']","['habis', 'pikir', 'deh', 'prabowo', 'emang', 'cocok', 'jadi', 'pimpin', 'kejam', 'banget', 'watak', 'asli', 'gemoy', 'culik']",habis pikir deh prabowo emang cocok jadi pimpin kejam banget watak asli gemoy culik,negatif
Prabowo seharusnya lebih bisa dengerin masukan dari orang lain  nggak selalu bener sendiri. @ZaidAB30  Gemoy Penculik https://t.co/lOyGJw31zw,prabowo seharusnya lebih bisa dengerin masukan dari orang lain nggak selalu bener sendiri gemoy penculik,"['prabowo', 'seharusnya', 'lebih', 'bisa', 'dengerin', 'masukan', 'dari', 'orang', 'lain', 'nggak', 'selalu', 'bener', 'sendiri', 'gemoy', 'penculik']","['prabowo', 'lebih', 'dengerin', 'masukan', 'orang', 'selalu', 'bener', 'sendiri', 'gemoy', 'penculik']","['prabowo', 'lebih', 'dengerin', 'masuk', 'orang', 'selalu', 'bener', 'sendiri', 'gemoy', 'culik']",prabowo lebih dengerin masuk orang selalu bener sendiri gemoy culik,negatif
Nggak ada pembenaran buat tindakan korupsi  harus dihentikan! @agungtaufiqurr  Cek WA praktik korupsi prabowo debat cawapres https://t.co/ChoEIUQcDB,nggak ada pembenaran buat tindakan korupsi harus dihentikan cek wa praktik korupsi prabowo debat cawapres,"['nggak', 'ada', 'pembenaran', 'buat', 'tindakan', 'korupsi', 'harus', 'dihentikan', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['pembenaran', 'buat', 'tindakan', 'korupsi', 'dihentikan', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['benar', 'buat', 'tindak', 'korupsi', 'henti', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']",benar buat tindak korupsi henti cek wa praktik korupsi prabowo debat cawapres,positif
Penculikan aktivis 1998 oleh Prabowo adalah bayangan kelam yang seharusnya membuat kita berpikir ulang sebelum memberikan dukungan pada calon presiden seperti dia. @Sweetyeolli6194  Gemoy Penculik https://t.co/YpX04kUuzr,penculikan aktivis oleh prabowo adalah bayangan kelam yang seharusnya membuat kita berpikir ulang sebelum memberikan dukungan pada calon presiden seperti dia gemoy penculik,"['penculikan', 'aktivis', 'oleh', 'prabowo', 'adalah', 'bayangan', 'kelam', 'yang', 'seharusnya', 'membuat', 'kita', 'berpikir', 'ulang', 'sebelum', 'memberikan', 'dukungan', 'pada', 'calon', 'presiden', 'seperti', 'dia', 'gemoy', 'penculik']","['penculikan', 'aktivis', 'prabowo', 'bayangan', 'kelam', 'membuat', 'berpikir', 'ulang', 'memberikan', 'dukungan', 'calon', 'presiden', 'gemoy', 'penculik']","['culi', 'aktivis', 'prabowo', 'bayang', 'kelam', 'buat', 'pikir', 'ulang', 'beri', 'dukung', 'calon', 'presiden', 'gemoy', 'culik']",culi aktivis prabowo bayang kelam buat pikir ulang beri dukung calon presiden gemoy culik,negatif
Prabowo sebaiknya mikir panjang sebelum ambil keputusan  jangan gegabah. @zahrazll  Gemoy Penculik https://t.co/U6reGBARF1,prabowo sebaiknya mikir panjang sebelum ambil keputusan jangan gegabah gemoy penculik,"['prabowo', 'sebaiknya', 'mikir', 'panjang', 'sebelum', 'ambil', 'keputusan', 'jangan', 'gegabah', 'gemoy', 'penculik']","['prabowo', 'sebaiknya', 'mikir', 'panjang', 'ambil', 'keputusan', 'jangan', 'gegabah', 'gemoy', 'penculik']","['prabowo', 'baik', 'mikir', 'panjang', 'ambil', 'putus', 'jangan', 'gegabah', 'gemoy', 'culik']",prabowo baik mikir panjang ambil putus jangan gegabah gemoy culik,negatif
Prabowo  kepedulianmu pada petani sebatas ucapan kosong! https://t.co/gIZv3nOnec,prabowo kepedulianmu pada petani sebatas ucapan kosong,"['prabowo', 'kepedulianmu', 'pada', 'petani', 'sebatas', 'ucapan', 'kosong']","['prabowo', 'kepedulianmu', 'petani', 'sebatas', 'ucapan', 'kosong']","['prabowo', 'peduli', 'tani', 'batas', 'ucap', 'kosong']",prabowo peduli tani batas ucap kosong,negatif
Prabowo belum sepenuhnya membersihkan namanya dari isu pelanggaran HAM @farrd_  Pelanggaran HAM https://t.co/MgpK9vQsoe,prabowo belum sepenuhnya membersihkan namanya dari isu pelanggaran ham pelanggaran ham,"['prabowo', 'belum', 'sepenuhnya', 'membersihkan', 'namanya', 'dari', 'isu', 'pelanggaran', 'ham', 'pelanggaran', 'ham']","['prabowo', 'sepenuhnya', 'membersihkan', 'namanya', 'isu', 'pelanggaran', 'ham', 'pelanggaran', 'ham']","['prabowo', 'sepenuh', 'bersih', 'nama', 'isu', 'langgar', 'ham', 'langgar', 'ham']",prabowo sepenuh bersih nama isu langgar ham langgar ham,negatif
Prabowo yang dulu diharapin banyak orang  sekarang malah jadi kecewa besar. @zahrayy__  Gemoy Penculik https://t.co/fTz4Ie9Jp5,prabowo yang dulu diharapin banyak orang sekarang malah jadi kecewa besar gemoy penculik,"['prabowo', 'yang', 'dulu', 'diharapin', 'banyak', 'orang', 'sekarang', 'malah', 'jadi', 'kecewa', 'besar', 'gemoy', 'penculik']","['prabowo', 'dulu', 'diharapin', 'banyak', 'orang', 'sekarang', 'malah', 'jadi', 'kecewa', 'besar', 'gemoy', 'penculik']","['prabowo', 'dulu', 'diharapin', 'banyak', 'orang', 'sekarang', 'malah', 'jadi', 'kecewa', 'besar', 'gemoy', 'culik']",prabowo dulu diharapin banyak orang sekarang malah jadi kecewa besar gemoy culik,negatif
Anies karo Prabowo panas  lanjut tinju ae ben podo2 penak e 😂,anies karo prabowo panas lanjut tinju ae ben podo penak,"['anies', 'karo', 'prabowo', 'panas', 'lanjut', 'tinju', 'ae', 'ben', 'podo', 'penak']","['anies', 'karo', 'prabowo', 'panas', 'lanjut', 'tinju', 'ae', 'ben', 'podo', 'penak']","['anies', 'karo', 'prabowo', 'panas', 'lanjut', 'tinju', 'ae', 'ben', 'podo', 'penak']",anies karo prabowo panas lanjut tinju ae ben podo penak,negatif
Ahmad dhani pusing ndelok prabowo… kepikiran anis…,ahmad dhani pusing ndelok prabowo kepikiran anis,"['ahmad', 'dhani', 'pusing', 'ndelok', 'prabowo', 'kepikiran', 'anis']","['ahmad', 'dhani', 'pusing', 'ndelok', 'prabowo', 'kepikiran', 'anis']","['ahmad', 'dhani', 'pusing', 'ndelok', 'prabowo', 'pikir', 'anis']",ahmad dhani pusing ndelok prabowo pikir anis,negatif
Kasus penculikan aktivis ga kelar-kelar  masa iya Prabowo mau dipercaya jadi pemimpin? Ini mah tindakan gegara aja @lovingyupi10 Gemoy Penculik TangkapPRABOWO https://t.co/VViV2BZb8g,kasus penculikan aktivis ga kelarkelar masa iya prabowo mau dipercaya jadi pemimpin ini mah tindakan gegara aja gemoy penculik tangkapprabowo,"['kasus', 'penculikan', 'aktivis', 'ga', 'kelarkelar', 'masa', 'iya', 'prabowo', 'mau', 'dipercaya', 'jadi', 'pemimpin', 'ini', 'mah', 'tindakan', 'gegara', 'aja', 'gemoy', 'penculik', 'tangkapprabowo']","['kasus', 'penculikan', 'aktivis', 'ga', 'kelarkelar', 'masa', 'iya', 'prabowo', 'mau', 'dipercaya', 'jadi', 'pemimpin', 'mah', 'tindakan', 'gegara', 'aja', 'gemoy', 'penculik', 'tangkapprabowo']","['kasus', 'culi', 'aktivis', 'ga', 'kelarkelar', 'masa', 'iya', 'prabowo', 'mau', 'percaya', 'jadi', 'pimpin', 'mah', 'tindak', 'gegara', 'aja', 'gemoy', 'culik', 'tangkapprabowo']",kasus culi aktivis ga kelarkelar masa iya prabowo mau percaya jadi pimpin mah tindak gegara aja gemoy culik tangkapprabowo,negatif
Prabowo  anti-korupsi atau anti-logika dengan nyalegkan yang eks koruptor? @nitisaputra  DebatCapres https://t.co/LkVwg9ka65,prabowo antikorupsi atau antilogika dengan nyalegkan yang eks koruptor debatcapres,"['prabowo', 'antikorupsi', 'atau', 'antilogika', 'dengan', 'nyalegkan', 'yang', 'eks', 'koruptor', 'debatcapres']","['prabowo', 'antikorupsi', 'antilogika', 'nyalegkan', 'eks', 'koruptor', 'debatcapres']","['prabowo', 'antikorupsi', 'antilogika', 'nyalegkan', 'eks', 'koruptor', 'debatcapres']",prabowo antikorupsi antilogika nyalegkan eks koruptor debatcapres,negatif
Gak boleh ada justifikasi buat korupsi  sama sekali. @AgniHosea  Cek WA praktik korupsi prabowo debat cawapres https://t.co/d3nKflxA3N,gak boleh ada justifikasi buat korupsi sama sekali cek wa praktik korupsi prabowo debat cawapres,"['gak', 'boleh', 'ada', 'justifikasi', 'buat', 'korupsi', 'sama', 'sekali', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['gak', 'justifikasi', 'buat', 'korupsi', 'sama', 'sekali', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']","['gak', 'justifikasi', 'buat', 'korupsi', 'sama', 'sekali', 'cek', 'wa', 'praktik', 'korupsi', 'prabowo', 'debat', 'cawapres']",gak justifikasi buat korupsi sama sekali cek wa praktik korupsi prabowo debat cawapres,positif
Prabowo seharusnya belajar dari masa lalunya daripada mencoba untuk melupakan dan mencalonkan diri sebagai presiden. @svrnayaa  Gemoy Penculik https://t.co/B5d5XeX3wT,prabowo seharusnya belajar dari masa lalunya daripada mencoba untuk melupakan dan mencalonkan diri sebagai presiden gemoy penculik,"['prabowo', 'seharusnya', 'belajar', 'dari', 'masa', 'lalunya', 'daripada', 'mencoba', 'untuk', 'melupakan', 'dan', 'mencalonkan', 'diri', 'sebagai', 'presiden', 'gemoy', 'penculik']","['prabowo', 'belajar', 'masa', 'lalunya', 'mencoba', 'melupakan', 'mencalonkan', 'diri', 'presiden', 'gemoy', 'penculik']","['prabowo', 'ajar', 'masa', 'lalu', 'coba', 'lupa', 'calon', 'diri', 'presiden', 'gemoy', 'culik']",prabowo ajar masa lalu coba lupa calon diri presiden gemoy culik,negatif
Prabowo  si penculik aktivis 98  gagal total memimpin  bahkan gagal mencari teman-temannya yang masih hilang @loveeisnoise Gemoy Penculik TangkapPRABOWO https://t.co/4YMi1l8LGW,prabowo si penculik aktivis gagal total memimpin bahkan gagal mencari temantemannya yang masih hilang gemoy penculik tangkapprabowo,"['prabowo', 'si', 'penculik', 'aktivis', 'gagal', 'total', 'memimpin', 'bahkan', 'gagal', 'mencari', 'temantemannya', 'yang', 'masih', 'hilang', 'gemoy', 'penculik', 'tangkapprabowo']","['prabowo', 'si', 'penculik', 'aktivis', 'gagal', 'total', 'memimpin', 'bahkan', 'gagal', 'mencari', 'temantemannya', 'hilang', 'gemoy', 'penculik', 'tangkapprabowo']","['prabowo', 'si', 'culik', 'aktivis', 'gagal', 'total', 'pimpin', 'bahkan', 'gagal', 'cari', 'temantemannya', 'hilang', 'gemoy', 'culik', 'tangkapprabowo']",prabowo si culik aktivis gagal total pimpin bahkan gagal cari temantemannya hilang gemoy culik tangkapprabowo,negatif
